,release_date,developer,price
116665,2013-03-09,Turtle Cream &amp; Pokpoong Games,2.99
116666,2014-09-19,Proxy Studios,9.99
116667,2014-09-19,"Turtle Cream,PokPoong Games",3.99
116668,2014-09-19,Tasty Stewdios LLC,0.0
116669,2006-10-05,Orion Games,3.99
116670,2014-09-19,SDP Games,9.99
116671,2014-09-19,"SmiteWorks USA, LLC",4.99
116672,2014-09-19,Aldorlea Games,5.99
116673,2014-09-16,"Gravvit Ltd,Forbes  Consult Ltd",69.99
116674,2014-09-16,"Gravvit Ltd,Forbes  Consult Ltd",11.99
116675,2014-09-16,Confused Pelican,8.99
116676,2014-09-16,Creative Assembly,59.95
116677,2014-09-16,SomaSim,3.99
116678,2014-09-16,"Gravvit Ltd,Forbes  Consult Ltd",17.99
116679,2014-09-16,"Codemasters Racing,Feral Interactive (Mac),Feral Interactive (Linux)",12.99
116680,2014-09-16,"Codemasters Racing,Feral Interactive (Mac),Feral Interactive (Linux)",29.99
116681,2014-09-16,Ubisoft - San Francisco,2.99
116682,2014-09-16,Ubisoft - San Francisco,2.99
116683,2014-09-16,Ubisoft - San Francisco,2.99
116684,2014-09-16,Ubisoft - San Francisco,2.99
116685,2014-09-16,"Degica,Tyler Warren",7.99
116686,2014-09-16,Ubisoft - San Francisco,11.99
116687,2014-09-16,Ubisoft - San Francisco,2.99
116688,2014-09-16,"Degica,Michael Galefire",9.99
116689,2014-09-16,"Degica,Murray Atkinson",19.99
116690,2011-04-05,Shaman Games Studio,4.99
116691,2010-08-06,id Software,9.99
116692,2012-01-15,Shaman Games Studio,4.99
116693,2014-09-17,Rasmus Ljunggren,0.0
116694,2014-09-17,"Square Enix,DotEmu SAS.",15.99
116695,2014-09-17,Flow Combine,9.99
116696,2014-09-17,Saibot Studios,9.99
116697,2014-09-17,"Traveller's Tales,Feral Interactive (Mac)",1.99
116698,2014-09-17,"Traveller's Tales,Feral Interactive (Mac)",1.99
116699,2014-09-17,"Traveller's Tales,Feral Interactive (Mac)",1.99
116700,2014-09-17,PGN Inc,49.99
116701,2014-09-18,Rebellion,6.99
116702,2014-09-18,Harebrained Schemes,14.99
116703,2014-09-18,Terri Vellmann,2.99
116704,2014-09-17,Fugazo,19.99
116705,2014-09-18,Dovetail Games,12.99
116706,2014-09-18,No Goblin,4.99
116707,2014-09-16,"Degica,Scythuz",9.99
116708,2014-09-16,Degica,7.99
116709,2014-09-18,Katauri,2.99
116710,2014-09-18,Dovetail Games,12.99
116711,2014-09-16,Degica,19.99
116712,2014-09-16,Degica,9.99
116713,2014-09-16,Degica,9.99
116714,2014-09-16,"Enterbrain,Joel Steudler",19.99
116715,2014-09-16,Enterbrain,4.99
116716,2014-09-16,ComiPo! LLP,14.99
116717,2013-10-31,IDHAS Studios,0.0
116718,2014-09-16,ComiPo! LLP,19.99
116719,2014-09-12,CBE Software s.r.o.,19.99
116720,2014-09-12,Lionhead Studios,0.0
116721,2014-09-12,Rail Slave Games,4.99
116722,2014-09-12,Slitherine Ltd.,39.99
116723,2014-09-15,"Ian MacLarty,Jon Kerney",2.99
116724,2014-09-15,Maurice Pape,6.99
116725,2014-08-29,Ageod,39.99
116726,2014-08-30,Keen Games,2.99
116727,2007-11-28,URSE Games,3.99
116728,2015-10-05,RealAxis Software,0.0
116729,2014-09-01,Nordcurrent,9.99
116730,2014-09-15,ClockStone,9.99
116731,2014-09-15,Backstab Games,4.99
116732,2005-08-16,Microids,4.99
116733,2014-09-01,Matthew Brown,4.99
116734,2014-09-02,LGK Games,9.99
116735,2014-09-02,LGK Games,2.99
116736,2014-09-02,"Codemasters Racing,Feral Interactive (Mac),Feral Interactive (Linux)",2.99
116737,2014-09-02,Conrad Nelson,4.99
116738,2014-09-02,Ubisoft - San Francisco,2.99
116739,2014-09-02,Ubisoft - San Francisco,2.99
116740,2014-09-02,Ubisoft - San Francisco,2.99
116741,2014-09-02,Ubisoft - San Francisco,2.99
116742,2014-09-02,Ubisoft - San Francisco,11.99
116743,2014-09-02,Eugen Systems,0.0
116744,2010-05-22,Hanako Games,9.99
116745,2014-09-02,Ubisoft - San Francisco,2.99
116746,2014-09-02,"JCR Soft Co., Ltd",0.0
116747,2014-09-03,rondomedia GmbH,9.99
116748,2014-09-04,Urban Games,19.99
116749,2014-09-03,Elijah Newman-Gomez,0.0
116750,2014-09-04,Rebellion,3.99
116751,2014-09-04,"Mediatonic,Hato Moa,The Irregular Corporation",9.99
116752,2014-09-04,Traptics,4.99
116753,2014-09-04,On The Level Game Studios,1.99
116754,2014-09-04,On The Level Game Studios,1.99
116755,2014-09-05,Capcom Game Studio Vancouver,29.99
116756,2014-09-04,OVERKILL - a Starbreeze Studio.,0.0
116757,2014-09-04,Digital Train Model,19.99
116758,2014-09-05,Uber Entertainment,34.99
116759,2014-09-05,Lightmare Studios,0.0
116760,2014-09-05,Tiny Lab Productions,5.99
116761,2014-09-08,Shawn Beck,7.99
116762,2006-09-19,Razorworks,4.99
116763,2005-04-05,Razorworks,4.99
116764,2014-09-09,The Indie Forge,4.99
116765,2008-09-18,Razorworks,4.99
116766,2014-09-09,Ubisoft - San Francisco,2.99
116767,2014-09-09,Ubisoft - San Francisco,2.99
116768,2014-09-09,Double Fine Productions,13.37
116769,2014-09-09,Ubisoft - San Francisco,2.99
116770,2014-09-09,Excalibur Publishing,0.0
116771,2002-11-18,4HEAD Studios,9.99
116772,2014-09-09,"Relic Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)",3.99
116773,2014-09-09,"Relic Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)",3.99
116774,2014-09-10,Milestone S.r.l.,1.99
116775,2014-09-10,Ndemic Creations,4.99
116776,2014-09-04,Longbow Games,0.0
116777,2014-09-10,Ripatti Software,0.0
116778,2014-09-04,Eko Software,4.99
116779,2014-09-04,Infinity Ward,14.99
116780,2014-09-04,Hyper Hippo Games,2.99
116781,2004-06-08,United Independent Entertainment GmbH,9.99
116782,2014-09-05,Lexis Numérique,9.99
116783,,Holotech Studios,0.0
116784,2014-08-27,Force Of Habit,4.99
116785,2014-08-27,"KOEI TECMO GAMES CO., LTD.",2.99
116786,,"KOEI TECMO GAMES CO., LTD.",24.99
116787,2014-08-27,"KOEI TECMO GAMES CO., LTD.",2.99
116788,2014-08-27,"KOEI TECMO GAMES CO., LTD.",2.99
116789,2014-08-27,"KOEI TECMO GAMES CO., LTD.",2.99
116790,2014-08-27,"KOEI TECMO GAMES CO., LTD.",2.99
116791,2014-08-27,"KOEI TECMO GAMES CO., LTD.",2.99
116792,2009-09-09,WildTangent,7.99
116793,2014-08-27,Team Reptile,13.99
116794,2014-08-21,The Men Who Wear Many Hats,2.99
116795,2014-02-25,Artifex Mundi,9.99
116796,2014-08-21,Dovetail Games,19.99
116797,2014-08-21,,2.99
116798,2013-03-13,"Relic Entertainment,The Great War 1918 Development Team",0.0
116799,2014-08-21,Zojoi,9.99
116800,2014-08-22,Interbellum team,9.99
116801,2014-08-22,Psychic Software,0.0
116802,2015-08-12,Timbre Interactive,14.99
116803,2014-08-18,Haruneko Entertainment,4.99
116804,2014-07-01,David OReilly,0.99
116805,2014-08-18,"Arcen Games, LLC",4.99
116806,2014-08-18,SFB Games,6.99
116807,2012-12-11,dtp Entertainment,14.99
116808,2014-08-18,Spearhead Games,189.96
116809,2014-08-18,Spearhead Games,29.99
116810,2014-08-18,Spearhead Games,49.99
116811,2014-08-11,Capcom,3.99
116812,2014-08-11,Flump Studios,0.0
116813,2014-08-18,Spearhead Games,9.99
116814,2014-08-11,Capcom,3.99
116815,2014-08-11,Capcom,3.99
116816,2014-08-01,SuckerFree Games,3.99
116817,2014-08-11,Capcom,3.99
116818,2014-08-11,"The Quinnspiracy,Patrick Lindsey,Isaac Schankler",0.0
116819,2014-08-11,Capcom,3.99
116820,2014-08-12,Games Hut,9.99
116821,2014-08-12,Ubisoft - San Francisco,2.99
116822,2014-08-12,Piranha Bytes,14.99
116823,2014-08-12,Ubisoft - San Francisco,2.99
116824,2014-08-12,Ubisoft - San Francisco,2.99
116825,2014-08-12,Ubisoft - San Francisco,7.99
116826,2014-08-12,N3V Games,7.99
116827,2014-08-19,"RedLynx, in collaboration with Ubisoft Shanghai, Ubisoft Kiev",4.99
116828,2014-08-19,Vexel Games,6.99
116829,2014-08-19,Ubisoft - San Francisco,2.99
116830,2014-08-19,Eagle Dynamics SA,49.99
116831,2014-08-19,Ubisoft - San Francisco,2.99
116832,2014-08-19,Ubisoft - San Francisco,2.99
116833,2014-08-18,Scott Cawthon,4.99
116834,2014-08-19,Ubisoft - San Francisco,7.99
116835,2014-08-19,"Ludeme Games,Sirlin Games",5.99
116836,2014-08-19,1C-SoftClub,12.99
116837,2014-08-19,N3V Games,14.99
116838,2014-08-06,SpikySnail,0.0
116839,2014-08-20,"SmiteWorks USA, LLC",5.99
116840,2014-08-20,Warlock Arts,9.99
116841,2014-08-20,Biart Company LLC,0.0
116842,2014-08-20,Biart Company LLC,14.99
116843,2014-08-20,"KOEI TECMO GAMES CO., LTD.",4.99
116844,2014-08-20,"KOEI TECMO GAMES CO., LTD.",17.99
116845,2014-08-20,"KOEI TECMO GAMES CO., LTD.",4.99
116846,2014-08-20,"KOEI TECMO GAMES CO., LTD.",17.99
116847,2014-08-12,N3V Games,14.99
116848,2014-08-12,"MR-Software GbR,Rolf Westphalen",19.99
116849,2014-08-13,Cosmic Cow LLC,0.0
116850,2014-08-13,Vagabond Dog,0.0
116851,2014-08-13,Dark Vale Games,9.99
116852,2014-08-14,Creative Assembly,2.99
116853,2014-08-14,SCS Software,4.99
116854,2014-08-11,Puuba,0.0
116855,2014-08-11,Pentavera,9.99
116856,2014-06-20,Noble Empire Corp.,9.99
116857,2014-08-11,Screwy Lightbulb,0.0
116858,2014-08-11,"Sunstone Games, LLC.",4.99
116859,2014-08-11,Capcom,3.99
116860,2014-08-11,Capcom,3.99
116861,2014-08-11,Capcom,3.99
116862,2014-08-11,Capcom,3.99
116863,2009-07-07,Winter Wolves,9.99
116864,2014-08-06,"SmiteWorks USA, LLC",6.99
116865,2014-08-06,"SmiteWorks USA, LLC",4.99
116866,2014-08-06,"SmiteWorks USA, LLC",4.99
116867,2014-08-06,SMG Studio,7.99
116868,2014-08-06,"KOEI TECMO GAMES CO., LTD.",5.99
116869,2014-08-07,Sunken Places,0.0
116870,2014-08-06,SMG Studio,0.0
116871,2014-08-06,"KOEI TECMO GAMES CO., LTD.",7.99
116872,2014-08-06,"KOEI TECMO GAMES CO., LTD.",9.99
116873,2014-08-06,"KOEI TECMO GAMES CO., LTD.",7.99
116874,2014-08-06,"KOEI TECMO GAMES CO., LTD.",2.99
116875,2014-08-06,"KOEI TECMO GAMES CO., LTD.",2.99
116876,2014-08-06,"KOEI TECMO GAMES CO., LTD.",2.99
116877,2014-08-06,"KOEI TECMO GAMES CO., LTD.",2.99
116878,2014-08-06,"KOEI TECMO GAMES CO., LTD.",4.99
116879,2014-08-06,"KOEI TECMO GAMES CO., LTD.",4.99
116880,2014-08-06,"KOEI TECMO GAMES CO., LTD.",12.99
116881,2014-08-07,Capcom,29.99
116882,2014-08-07,Dovetail Games,19.99
116883,2014-08-07,Cateia Games,6.99
116884,2011-03-01,"Polynetix Studio,WIWD Development",9.99
116885,2014-08-07,Ganz,0.0
116886,2014-08-07,Winged Pixel Inc.,14.99
116887,2014-08-07,Brilliant Skies Ltd.,19.99
116888,2014-08-05,Ubisoft - San Francisco,11.99
116889,2014-08-05,"Castle Pixel, LLC.",4.99
116890,2005-11-15,,4.99
116891,2007-11-07,Polynetix Studio,9.99
116892,2009-12-11,TML-Studios,9.99
116893,2014-08-06,LGK Games,0.0
116894,2014-08-06,Katauri,0.0
116895,2014-08-06,Bedtime Digital Games,5.99
116896,2014-08-06,DR Studios,0.0
116897,2014-08-06,"QUICKTEQUILA,Calum Bowen",2.99
116898,2011-11-23,Winter Wolves,14.99
116899,2014-07-31,AlphaNuts,0.0
116900,2014-07-01,Phoenix Online Studios,5.99
116901,2014-07-31,Phoenix Online Studios,5.99
116902,2014-07-31,Katauri,9.99
116903,2014-07-31,Katauri,24.99
116904,2014-07-31,VooFoo Studios,9.99
116905,2014-07-31,RailSimulator.com,19.99
116906,2014-07-31,Keen Games,0.99
116907,2014-07-31,Keen Games,2.99
116908,2014-07-31,Keen Games,4.99
116909,2014-07-31,"QUByte Interactive,Commotion Games Pty Ltd",9.99
116910,2014-08-01,Dead Shark Triplepunch,0.0
116911,2014-08-01,Rebellion,3.99
116912,2014-08-01,The Working Parts,1.99
116913,2014-08-01,Minicore Studios,4.99
116914,2014-08-01,TAD Productions AB,19.99
116915,2014-08-01,Ice Water Games,15.0
116916,2014-08-01,TickTock Games,12.99
116917,2014-08-01,Leadwerks Software,0.0
116918,2014-08-04,Masthead Studios Ltd,0.0
116919,2014-07-29,Ubisoft - San Francisco,2.99
116920,2014-07-29,Ubisoft - San Francisco,2.99
116921,2014-08-02,Rake in Grass,9.99
116922,2014-07-29,Ubisoft - San Francisco,2.99
116923,2014-07-29,"SmiteWorks USA, LLC",19.99
116924,2014-07-29,Stegersaurus Software Inc.,4.99
116925,2014-07-29,"RSUPPORT Co., LTD.",9.99
116926,2014-07-29,Ubisoft - San Francisco,7.99
116927,2014-07-29,"RSUPPORT Co., LTD.",0.0
116928,2014-07-30,Actalogic,19.99
116929,2014-07-30,777 Studios,14.99
116930,2014-07-30,Pixelatto,0.0
116931,2014-07-30,Screwy Lightbulb,8.99
116932,2014-07-30,Clickteam,69.99
116933,2014-07-30,"Screwy Lightbulb,Abstraction",4.99
116934,2014-07-30,Brace Yourself Games,9.99
116935,2014-07-30,Codemasters Digital,6.99
116936,2014-07-30,Leadwerks Software,9.99
116937,2014-07-30,Sinclair Strange,0.0
116938,2014-07-31,Mouldy Toof Studios,7.99
116939,2014-07-31,UIG International GmbH,19.99
116940,2015-04-23,Vitali Kirpu,9.99
116941,2014-07-31,"SmiteWorks USA, LLC",19.99
116942,2014-07-31,VooFoo Studios,0.0
116943,2014-07-31,Infinity Ward,1.99
116944,2014-07-31,QUICKTEQUILA,5.99
116945,2014-07-31,Infinity Ward,1.99
116946,2014-07-31,Infinity Ward,1.99
116947,2014-07-31,Infinity Ward,1.99
116948,2014-07-31,Infinity Ward,1.99
116949,2014-07-31,Infinity Ward,3.99
116950,2014-07-31,Infinity Ward,1.99
116951,2014-07-31,Infinity Ward,1.99
116952,2014-07-31,Infinity Ward,3.99
116953,2014-07-31,Infinity Ward,1.99
116954,2014-07-23,Relic Entertainment,3.99
116955,2014-07-23,Pyrodactyl,6.99
116956,2014-07-23,Pyrodactyl,14.99
116957,2014-07-23,Pyrodactyl,6.99
116958,2007-04-13,Ohm Force,124.99
116959,2014-07-23,Apparition Games,4.99
116960,2014-07-24,XYZ Visuals,29.99
116961,2014-07-24,Retro Army Limited,4.99
116962,2014-07-24,Retro Army Limited,0.0
116963,2014-07-24,Eugen Systems,0.0
116964,2014-07-24,Haemimont Games,3.99
116965,2014-07-24,Idea Factory,14.99
116966,2006-04-13,Targem Games,4.99
116967,2014-07-24,Deconstructeam,9.99
116968,2014-07-24,Rampant Games,11.99
116969,2014-07-24,Nomad Games,1.99
116970,2014-07-24,Dovetail Games,19.99
116971,2012-11-01,Entheogen Studios LLC,0.0
116972,2014-07-24,Graviteam,14.99
116973,2014-07-24,Dan Walters,1.99
116974,2014-07-25,@unepic_fran,12.99
116975,2014-01-03,Shaman Games Studio,6.99
116976,2014-07-25,Eversim,12.99
116977,2014-07-25,Creability,0.0
116978,2014-07-25,Touz,14.99
116979,2014-07-25,JForce Games,0.99
116980,2013-10-17,Winter Wolves,18.99
116981,1988-12-23,"The Software Farm,Sunlight Games,Sierra Entertainment",5.99
116982,2014-06-04,"Trion Worlds, Inc.",49.99
116983,2014-07-25,Wolverine Studios,19.99
116984,2014-07-22,"Roll7,General Arcade",12.99
116985,2014-06-04,"Trion Worlds, Inc.",19.99
116986,2014-07-22,Robotality,12.99
116987,2012-08-01,Alfred Lam,4.99
116988,2014-07-22,Ubisoft - San Francisco,2.99
116989,2014-07-22,Ubisoft - San Francisco,2.99
116990,2014-07-22,Ubisoft - San Francisco,2.99
116991,2014-07-22,Ubisoft - San Francisco,2.99
116992,2014-07-22,"The Creative Assembly,Feral Interactive (Mac),Feral Interactive (Linux)",11.99
116993,2014-07-16,Stainless games,4.99
116994,2014-07-16,Stainless Games,4.99
116995,2014-07-16,Stainless Games,4.99
116996,2013-04-18,Gunnar Games,14.99
116997,2014-07-17,Section Studios,0.99
116998,2014-07-17,Dovetail Games,19.99
116999,2014-07-17,Dovetail Games,19.99
117000,2014-07-17,Extend Studio,14.99
117001,2014-07-17,Colossal Order Ltd.,4.99
117002,2014-07-14,Fixpoint Productions Ltd.,4.99
117003,2014-07-14,CI Games,4.99
117004,2014-07-14,Wales Interactive,2.99
117005,,,6.99
117006,1998-07-15,Monolith Productions,4.99
117007,1998-10-31,Monolith Productions,4.99
117008,2014-07-14,Just A Pixel Ltd.,12.99
117009,2014-07-14,The Fullbright Company,4.99
117010,2014-07-14,BlueEagle Productions,2.99
117011,2012-03-15,initials,4.99
117012,2014-07-10,MeshTools,19.99
117013,2014-07-10,Dovetail Games,19.99
117014,2014-07-10,Johansteam,39.99
117015,2014-07-10,Infamous Quests,9.99
117016,2014-07-10,Milestone S.r.l.,0.0
117017,2014-07-10,Aldorlea Games,5.99
117018,2014-07-10,Graviteam,14.99
117019,2014-07-10,exosyphen studios,1.99
117020,2013-07-18,Tap It Games,9.99
117021,2014-07-10,PD Design Studio,0.0
117022,2014-07-10,RealAxis Software,1.99
117023,2014-07-10,Cranberry Production,9.99
117024,2013-08-01,Tlön Studios,2.99
117025,2014-07-10,Idea Factory,4.99
117026,2014-07-10,Room 8 Studio,3.99
117027,2013-08-01,Tlön Studios,1.99
117028,2014-07-11,Ionising Software,9.99
117029,2014-07-11,Hexage,4.99
117030,2014-07-11,Teyon,4.99
117031,2014-07-11,Choice of Games,0.99
117032,2014-07-11,Choice of Games,3.99
117033,2014-07-11,Choice of Games,0.99
117034,2011-08-08,Dream Up,4.99
117035,2007-12-19,Team 6 Studios,4.99
117036,2014-07-15,ACE Team,4.99
117037,2014-07-15,"Codemasters Racing,Feral Interactive (Mac),Feral Interactive (Linux)",2.99
117038,2014-07-15,ACE Team,14.99
117039,2014-07-15,Deep Silver Volition,19.99
117040,2014-07-15,Ubisoft - San Francisco,2.99
117041,2014-07-15,Icarus Games,6.99
117042,2014-07-15,Ubisoft - San Francisco,2.99
117043,2014-07-15,Ubisoft - San Francisco,2.99
117044,2014-07-15,Ubisoft - San Francisco,2.99
117045,2014-07-15,Ubisoft - San Francisco,9.99
117046,2014-07-15,"Moonshark, Inc.",6.99
117047,2014-07-15,Aperture Tag Team,4.99
117048,2014-07-15,Kerberos Productions Inc.,9.99
117049,2014-07-15,WayForward,9.99
117050,2008-12-02,Autumn Moon,19.99
117051,2014-07-15,SCS Software,1.99
117052,2014-07-15,"SmiteWorks USA, LLC",4.99
117053,2014-07-15,Hyper Hippo Games,2.99
117054,2014-07-09,ViWo Games,3.99
117055,2014-07-09,Wonderfling,4.99
117056,2014-07-09,Night Light Interactive,9.99
117057,2014-07-11,Choice of Games,0.99
117058,2014-07-09,Super Duper Garrett Cooper,14.99
117059,2014-07-09,Pixelatto,9.99
117060,2014-07-09,Super Duper Garrett Cooper,0.0
117061,2014-07-09,Night Light Interactive,4.99
117062,2014-07-01,Orange_Juice,5.99
117063,2014-07-09,Bojan Brbora,2.99
117064,2014-07-01,Orange_Juice,5.99
117065,2014-07-01,Ubisoft - San Francisco,2.99
117066,2014-07-01,Ubisoft - San Francisco,2.99
117067,2014-07-01,Ubisoft - San Francisco,2.99
117068,2014-07-01,Ubisoft - San Francisco,2.99
117069,2014-07-01,Ubisoft - San Francisco,11.99
117070,2014-07-01,Reality Twist GmbH,17.99
117071,2014-07-01,Ubisoft - San Francisco,2.99
117072,2014-07-01,Morgopolis Studios,2.99
117073,2014-06-19,Konsordo,4.99
117074,2003-10-17,"Kritzelkratz 3000,JoWooD",4.99
117075,2014-07-02,ClockStone,9.99
117076,2014-04-04,Elder Games,6.99
117077,2014-07-02,Reload Game Studio,4.99
117078,2004-09-17,Zombie Studios,6.99
117079,2014-07-02,Vivid Games S.A.,4.99
117080,2014-07-02,KOG,0.0
117081,2014-07-02,Tripwire Interactive,5.99
117082,2014-07-02,Tripwire Interactive,7.99
117083,2004-06-29,Best Way,4.99
117084,2014-07-03,Kitfox Games,14.99
117085,2014-07-03,Victory Works,19.99
117086,2014-07-03,"Fancy Bytes, Reactor",5.99
117087,2014-07-03,"Bat Country Games, LLC",2.99
117088,2013-09-17,Ageod,39.99
117089,2014-07-03,Legend Studio,4.99
117090,2014-07-03,Infinity Ward,14.99
117091,2014-02-06,Ageod,19.99
117092,2014-07-03,Dovetail Games,19.99
117093,2014-07-03,I Fight Bears,3.99
117094,2014-07-04,DQ Team,4.99
117095,2009-01-01,Dovetail Games,4.99
117096,,X-Legend,0.0
117097,2014-07-04,The Mustard Corporation,9.99
117098,2014-07-04,d3t,4.99
117099,2014-07-04,TickTock Games,6.99
117100,2014-07-04,Jugilus,4.99
117101,2013-05-14,TORaIKI,4.99
117102,2014-05-01,STUDIO RADI-8,0.0
117103,2014-07-07,The Mustard Corporation,0.0
117104,2014-07-07,Smartly Dressed Games,4.99
117105,2014-07-07,Trickster Face,4.99
117106,2014-07-07,DarkElite,4.99
117107,2014-07-07,Gentleman Squid Studio,5.99
117108,2014-07-07,DarkElite,0.0
117109,2014-07-07,Coilworks,0.0
117110,2014-07-03,Infinity Ward,1.99
117111,2014-07-03,Infinity Ward,3.99
117112,2001-04-15,MADia Entertainment,3.99
117113,2014-07-03,SCS Software,0.99
117114,2014-07-03,Tomoaki Sugeno,1.99
117115,2014-07-03,Ubisoft,6.99
117116,2014-06-25,Ubisoft Montpellier,14.99
117117,2014-07-03,Fakt Software,2.99
117118,2014-06-26,Big Ant Studios,39.99
117119,2014-06-26,Yacht Club Games,24.99
117120,2014-06-25,Elder Games,6.99
117121,2014-06-26,Idea Factory,6.99
117122,2014-06-26,"Codemasters Racing,Feral Interactive (Mac),Feral Interactive (Linux)",39.99
117123,2014-06-27,Rebellion,29.99
117124,2014-06-27,Rebellion,29.99
117125,2014-06-27,Rebellion,9.99
117126,2014-06-17,Ubisoft - San Francisco,11.99
117127,2014-06-17,Ubisoft - San Francisco,2.99
117128,2014-05-05,Spicy Tails,12.99
117129,2013-09-20,Choice of Games,0.99
117130,2013-09-20,Choice of Games,0.99
117131,2012-07-13,Choice of Games,4.99
117132,2012-07-13,Choice of Games,0.99
117133,2014-06-10,Noble Empire Corp.,9.99
117134,2014-06-11,SCS Software,0.99
117135,2014-06-11,"Concave Studio,Colorful Media,Emagica",1.99
117136,2014-06-11,10tons Ltd,13.99
117137,2009-12-12,Winter Wolves,9.99
117138,2014-06-12,Stolen Couch Games,4.99
117139,2014-06-12,Nomad Games,4.99
117140,2014-06-12,Artery Games,3.99
117141,2014-06-12,Ronimo Games,4.99
117142,2014-06-12,Idea Factory,5.99
117143,2014-06-12,White Paper Games,14.99
117144,2014-06-12,Josh Tam Universe,3.99
117145,2014-06-12,Egosoft,0.0
117146,2014-06-12,Dovetail Games - Trains,12.99
117147,2014-06-12,Twelve Games,4.99
117148,1994-10-31,Access Software,9.99
117149,1989-01-01,Access Software,5.99
117150,1998-02-28,Access Software,9.99
117151,1991-01-01,Access Software,5.99
117152,1996-07-31,Access Software,9.99
117153,2014-06-12,Oovee® Game Studios,14.99
117154,2014-06-13,Idea Factory,6.99
117155,2014-06-13,Passtech Games,14.99
117156,2014-06-13,NeocoreGames,4.99
117157,2014-05-22,NeocoreGames,14.99
117158,2014-06-13,Excalibur,4.99
117159,2014-06-12,Frogdice,9.99
117160,2014-06-13,"SmiteWorks USA, LLC",7.99
117161,2014-06-13,"SmiteWorks USA, LLC",8.99
117162,2014-06-13,"SmiteWorks USA, LLC",19.99
117163,2014-06-13,Bane Games,7.99
117164,2014-06-13,"RVL Games,exosyphen studios",1.99
117165,2014-06-13,Wastelands Interactive,9.99
117166,2014-06-13,Turnopia,19.99
117167,2014-06-16,Pyrodactyl,0.0
117168,2013-10-22,Curious Panda Games,0.99
117169,2013-06-05,Hammer Labs,9.99
117170,2014-06-16,Juicy Beast Studio,3.99
117171,2014-06-16,Freedom Factory,14.99
117172,2014-06-12,"SkyBox Labs,Big Huge Games",19.99
117173,2014-06-16,Different Tuna,7.99
117174,2012-10-01,Droqen,6.99
117175,2014-06-12,"EnV Music,Yazar Media Group LLC",6.99
117176,2003-08-11,Lesta Studio,1.99
117177,2014-06-12,TML-Studios,14.99
117178,2014-06-16,Curious Panda Games,4.99
117179,2014-06-13,Shorebound Studios,7.99
117180,2014-06-13,Shorebound Studios,2.99
117181,2014-06-13,"Holy Warp,Black Wing Foundation",4.99
117182,2014-06-06,bumblebee,14.99
117183,2014-06-06,InterAction studios,4.99
117184,2014-06-06,Suspicious Developments,0.0
117185,2014-06-06,Eclipse Games,9.99
117186,2014-06-06,Crytek,0.0
117187,2014-06-06,Puuba,4.99
117188,2014-06-06,"Puuba,Christopher Hoag",4.99
117189,2014-06-06,"SmiteWorks USA, LLC",19.99
117190,2008-07-18,Darkling Room,9.99
117191,2014-06-06,Schell Games,9.99
117192,2014-06-06,"SmiteWorks USA, LLC",17.99
117193,2014-06-06,United Independent Entertainment GmbH,9.99
117194,2004-03-29,MC2,4.99
117195,2014-06-06,SFB Games,4.99
117196,2008-10-16,Winter Wolves,5.99
117197,2014-06-06,30.06 Studios Ltd,4.99
117198,2009-06-15,Wastelands Interactive,4.99
117199,2003-08-15,Humongous Entertainment,6.99
117200,1999-01-01,Humongous Entertainment,4.99
117201,1998-12-31,Humongous Entertainment,4.99
117202,2000-12-31,Humongous Entertainment,4.99
117203,2013-03-08,Silden,9.99
117204,2001-06-19,Humongous Entertainment,6.99
117205,2014-06-06,Colossal Games,4.99
117206,2014-06-06,Ironsun Studios,4.99
117207,2014-06-06,Volition Inc,9.99
117208,2014-06-06,"YOTSUBANE,Adventure Planning Service",9.99
117209,2014-06-06,"YOTSUBANE,AdventurePlanningService",4.99
117210,2014-06-06,Slitherine Ltd.,39.99
117211,2014-06-06,Jujubee S.A.,4.99
117212,2014-06-07,Microblast Games,0.99
117213,2013-11-14,Proxy Studios,29.99
117214,2014-05-30,"SmiteWorks USA, LLC",9.99
117215,2014-05-30,"SmiteWorks USA, LLC",7.99
117216,2014-05-30,"SmiteWorks USA, LLC",4.99
117217,2014-05-30,Ian Snyder,9.99
117218,2013-01-29,Silden,4.99
117219,2014-05-30,Edelweiss,19.99
117220,2014-05-30,Giant Box Games,0.99
117221,2003-05-08,Cryo Interactive,4.99
117222,2014-05-30,ProjectorGames,4.99
117223,2006-05-24,Third Wire Productions,9.99
117224,2014-05-30,Binary Takeover,9.99
117225,2014-06-03,Airtight Games,29.99
117226,2012-10-28,Key17 Games,4.99
117227,2013-01-11,Big Head Games,12.99
117228,2014-06-03,Sourena Game Studio,19.99
117229,2014-06-03,"Expansive Worlds,Avalanche Studios",0.0
117230,2014-06-03,Ubisoft - San Francisco,2.99
117231,2014-06-03,Ubisoft - San Francisco,2.99
117232,2014-06-03,Ubisoft - San Francisco,2.99
117233,2014-06-03,Ubisoft - San Francisco,2.99
117234,2007-03-22,SCS Software,7.99
117235,2014-06-03,"Nicalis, Inc.",14.99
117236,2014-06-04,"Trion Worlds, Inc.",0.0
117237,2014-06-03,Ubisoft - San Francisco,2.99
117238,2014-06-03,Vector Games,3.99
117239,2014-04-02,Glass Knuckle Games,6.99
117240,2013-11-11,Pavel Bulatov,5.99
